model_file,accuracy,precision,recall,f1_score,true_positives,false_positives,false_negatives
['portfolio6']_8input_1024entry_20hash_16bpi.pickle.lzma,62.00553797,0.774660633,0.338607595,0.471235893,856,249,1672
['portfolio6']_8input_1024entry_20hash_32bpi.pickle.lzma,61.13528481,0.80697928,0.292721519,0.429608128,740,177,1788
['portfolio6']_8input_1024entry_20hash_4bpi.pickle.lzma,59.81012658,0.78440367,0.27056962,0.402352941,684,188,1844
['portfolio6']_8input_1024entry_20hash_8bpi.pickle.lzma,61.94620253,0.77706422,0.335047468,0.468214483,847,243,1681
['portfolio6']_8input_1024entry_5hash_16bpi.pickle.lzma,62.38132911,0.777975133,0.346518987,0.479474548,876,250,1652
['portfolio6']_8input_1024entry_5hash_32bpi.pickle.lzma,62.20332278,0.775200714,0.34375,0.476294875,869,252,1659
['portfolio6']_8input_1024entry_5hash_4bpi.pickle.lzma,61.55063291,0.764014467,0.334256329,0.465052284,845,261,1683
['portfolio6']_8input_1024entry_5hash_8bpi.pickle.lzma,60.85838608,0.779816514,0.302610759,0.436021659,765,216,1763
['portfolio6']_8input_128entry_10hash_16bpi.pickle.lzma,62.79667722,0.759422614,0.37460443,0.501721854,947,300,1581
['portfolio6']_8input_128entry_10hash_32bpi.pickle.lzma,62.14398734,0.758853288,0.356012658,0.484652666,900,286,1628
['portfolio6']_8input_128entry_10hash_4bpi.pickle.lzma,61.39240506,0.759459459,0.33346519,0.463441451,843,267,1685
['portfolio6']_8input_128entry_10hash_8bpi.pickle.lzma,60.99683544,0.75,0.329905063,0.458241758,834,278,1694
['portfolio6']_8input_128entry_20hash_16bpi.pickle.lzma,60.30458861,0.788482835,0.28164557,0.415039347,712,191,1816
['portfolio6']_8input_128entry_20hash_32bpi.pickle.lzma,61.13528481,0.778989098,0.310917722,0.444444444,786,223,1742
['portfolio6']_8input_128entry_20hash_4bpi.pickle.lzma,59.86946203,0.738755981,0.305379747,0.432129863,772,273,1756
['portfolio6']_8input_128entry_20hash_8bpi.pickle.lzma,59.47389241,0.782762692,0.262262658,0.392888889,663,184,1865
['portfolio6']_8input_128entry_5hash_16bpi.pickle.lzma,60.64082278,0.797566372,0.285205696,0.42016317,721,183,1807
['portfolio6']_8input_128entry_5hash_32bpi.pickle.lzma,61.74841772,0.772477064,0.33306962,0.465450525,842,248,1686
['portfolio6']_8input_128entry_5hash_4bpi.pickle.lzma,60.18591772,0.775991426,0.286392405,0.418376192,724,209,1804
